city_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
city_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
city_4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
/dev/random,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
esgtsa_lincomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
esgtsa_linear,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,663618
esgtsa_nested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
fast,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,234379436256
hybridtaus,97185990,149004414,185180190,205341366,220560648,222204912,226185192,24342561,61544772,87415362,101893815,159323499,192561912,56827421,28541985,25011224,56460936,82001148,97185990,149004414,185180190,205341366,220560648,222204912,226185192,228871512,228871512,228871512,228871512,228871512,228871512,228871512,88077914456
ign,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,228871512,223532796,228871512,228871512,228871512,228871512,228871512,223532796,228871512,223532796,223532796,223532796,228871512,223532796,223532796,223532796,223532796,223532796,228871512,232378209096
iqint1_lincomb,228871512,57206532,28595702,14290290,7137600,3561256,1773084,879150,432060,208830,98262,46800,25290,25290,7194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343158853
iqint1_linear,228871512,57206532,28595702,14290290,7137600,3561240,1773068,880774,433208,210866,98254,43614,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,343517420
iqint1_nested,228871512,14295960,3568320,885472,212400,42952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247876617
iqint2,4960350,2298573,962044,80216,33244,10396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351118
iqint2.y,5124812,2556507,1246590,87486,35547,10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9064889
iqint2.z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
iqint3,883112,295456,162630,28568,4541,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396101
jkiss32,27254893,4637349,1153857,303775,4200012,29886730,18115503,9199215,9524648,24845843,57676579,83832008,120003305,161589282,184861989,204394143,208401975,219597435,224862327,227509902,228871512,228871512,27247329,18714573,13116843,14296905,27353232,54116433,32784543,16051869,12602457,29849517,22729404904
lcg_lincomb,114428192,57206532,28595702,14290290,7137600,6912039,6074410,6627069,4908653,5214127,3572849,3967249,3656674,19315089,11040730,6898338,4972844,4253016,4876107,3819255,4508971,4852451,5097667,5561150,5243845,5270875,5456670,3694196,6421085,4440005,3920207,3469686,467440186
lcg_linear,114428192,57206532,28595702,14290290,7137600,6023494,3673908,4514675,3760830,3958563,4069113,5434019,4181734,4718557,5397806,3746496,3956248,7557280,4877854,4699866,4214325,5772707,3773626,5442373,8375712,5254393,3214076,3974390,5149496,3689068,28501065,63653446,526100646
lcg_nested,114428192,57206532,28595702,14290290,7137584,3783208,4063937,4181883,3703994,13889377,7953862,5411904,5875904,4128275,3801377,3859506,3912788,3587570,3769471,4200055,3679659,3416955,3801244,4139089,4747325,4193440,4689525,24443276,19818780,18157469,22102273,19213664,482453996
lookup3,25699136,5877350,1292232,320855,85571,393730,4442951,2137862,922832,1048183,4546883,9718218,3881636,13548585,30195154,48359652,34608565,5878384,1410086,972640,1359300,6237030,14646815,7833274,3550241,759759,503370,425420,1772220,11934887,36033620,17450031,1021168544
lookup3.y,14306373,2578466,141211,33135,11679,3133,2670,2288,8573,1488,711,683,524,1276,36089,49841,48415,244320,525117,492059,43970,20541,15633,22297,19464,188969,13733,2767,1128,755,4432,12605,25801975
lookup3.z,8104,4495,1981,1170,1284,186,938,1753,1630,22443,5585,2681,1430,280,145,218,1081,10504,25198,71851,8924,5345,6119,3031,3122,2170,978,270,137,422,195,273,236122
lowbias32_lincomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
lowbias32_linear,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,20738,663619
lowbias32_nested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
md5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
md5.w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
md5.y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
md5.z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
md5_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
md5_2.w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
md5_2.y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
